id|code|country_pinyin|country_code|state_pinyin|state_code|city_pinyin|city_code|district_pinyin|district_code
40791|KEN000MAN000|Ken Ni Ya |KEN||000|Man De La |MAN||
40792|MMR0000MD000|Mian Dian |MMR||000|Man De Le Sheng |0MD||
40793|USA0NCMEO000|Mei Guo |USA|Bei Ka Luo Lai Na |0NC|Man Di Ao |MEO||
40794|KAZ000MAN000|Ha Sa Ke Si Tan |KAZ||000|Man Ge Si Tao |MAN||
40795|THA000010000|Tai Guo |THA||000|Man Gu |010||
40796|USA0KSMHK000|Mei Guo |USA|Kan Sa Si |0KS|Man Ha Dun |MHK||
40797|DEU000MHG000|De Guo |DEU||000|Man Hai Mu |MHG||
40798|USA0MNMKT000|Mei Guo |USA|Ming Ni Su Da |0MN|Man Kai Tuo |MKT||
40799|USA0AKMLY000|Mei Guo |USA|A La Si Jia |0AK|Man Li Wen Quan |MLY||
40800|CUB000MZO000|Gu Ba |CUB||000|Man Sa Ni Luo |MZO||
40801|USA0OHMFD000|Mei Guo |USA|E Hai E |0OH|Man Si Fei Er De |MFD||
40802|USA0UTNTJ000|Mei Guo |USA|You Ta |0UT|Man Tai |NTJ||
40803|USA0NJJVI000|Mei Guo |USA|Xin Ze Xi |0NJ|Man Wei Er |JVI||
40804|USA0ILMIE000|Mei Guo |USA|Yi Li Nuo Si |0IL|Man Xi |MIE||
40805|TZA0000MY000|Tan Sang Ni Ya |TZA||000|Man Ya La |0MY||
40806|AUS0WAMDU000|Ao Da Li Ya |AUS|Xi Ao Da Li Ya |0WA|Man Zhe La |MDU||
40807|USA000MPO000|Mei Guo |USA||000|Mang Te Bo Ke Nuo |MPO||
40808|USA0ILMVN000|Mei Guo |USA|Yi Li Nuo Si |0IL|Mang Te Fu Nong |MVN||
40809|USA0NJLLY000|Mei Guo |USA|Xin Ze Xi |0NJ|Mang Te Huo Li |LLY||
40810|USA000MTC000|Mei Guo |USA||000|Mang Te Ke Lai Men Ci |MTC||
40811|USA0AKMCL000|Mei Guo |USA|A La Si Jia |0AK|Mang Te Mai Ke Jin Li |MCL||
40812|USA0MIMPZ000|Mei Guo |USA|Mi Xie Gen |0MI|Mang Te Pu Lai Sen Te |MPZ||
40813|USA0MIMOP000|Mei Guo |USA|Mi Xie Gen |0MI|Mang Te Pu Lai Sen Te |MOP||
40814|USA0UTMSD000|Mei Guo |USA|You Ta |0UT|Mang Te Pu Lai Sen Te |MSD||
40815|USA000MWS000|Mei Guo |USA||000|Mang Te Wei Er Sen |MWS||
40816|USA000MUU000|Mei Guo |USA||000|Mang Te You Ning |MUU||
40817|USA0AKMOU000|Mei Guo |USA|A La Si Jia |0AK|Mang Ting Cun |MOU||
40818|USA0ARWMH000|Mei Guo |USA|A Ken Se |0AR|Mang Ting Huo Mu |WMH||
40819|USA0IDMUO000|Mei Guo |USA|Ai Da He |0ID|Mang Ting Huo Mu |MUO||
40820|USA000GMV000|Mei Guo |USA||000|Mao Niu Meng Te Wa Li Ge Er Ding |GMV||
40821|CHN044009023|Zhong Guo |CHN|Guang Dong |044|Mao Ming |009||
40822|CHN044009081|Zhong Guo |CHN|Guang Dong |044|Mao Ming |009||
40823|CHN044009082|Zhong Guo |CHN|Guang Dong |044|Mao Ming |009||
40824|CHN044009003|Zhong Guo |CHN|Guang Dong |044|Mao Ming |009||
40825|CHN044009002|Zhong Guo |CHN|Guang Dong |044|Mao Ming |009||
40826|CHN044009083|Zhong Guo |CHN|Guang Dong |044|Mao Ming |009||
40827|CHN044009000|Zhong Guo |CHN|Guang Dong |044|Mao Ming |009||
40828|KOR047MJU000|Han Guo |KOR|Quan Luo Bei Dao |047|Mao Zhu Jun |MJU||
40829|CHN051014024|Zhong Guo |CHN|Si Chuan |051|Mei Shan |014||
40830|CHN051014002|Zhong Guo |CHN|Si Chuan |051|Mei Shan |014||
40831|CHN051014023|Zhong Guo |CHN|Si Chuan |051|Mei Shan |014||
40832|CHN051014022|Zhong Guo |CHN|Si Chuan |051|Mei Shan |014||
40833|CHN051014025|Zhong Guo |CHN|Si Chuan |051|Mei Shan |014||
40834|CHN051014021|Zhong Guo |CHN|Si Chuan |051|Mei Shan |014||
40835|CHN051014000|Zhong Guo |CHN|Si Chuan |051|Mei Shan |014||
40836|IRL0000MY000|Ai Er Lan |IRL||000|Mei Ao |0MY||
40837|USA000NRB000|Mei Guo |USA||000|Mei Bo Te |NRB||
40838|USA0ORMFR000|Mei Guo |USA|E Le Gang |0OR|Mei De Fu |MFR||
40839|TUN0000ME000|Tu Ni Si |TUN||000|Mei De Ning |0ME||
40840|PRT000MTE000|Pu Tao Ya |PRT||000|Mei Di Ao Te Ru |MTE||
40841|USA000MFV000|Mei Guo |USA||000|Mei Er Fa |MFV||
40842|ROU0000MC000|Luo Ma Ni Ya |ROU||000|Mei Er Ku Li Ya Qiu Ke |0MC||
40843|USA000MDF000|Mei Guo |USA||000|Mei Fu De |MDF||
40844|SLV000MEJ000|Sa Er Wa Duo |SLV||000|Mei Ji Ka Nuo Si |MEJ||
40845|NPL0000ME000|Ni Bo Er |NPL||000|Mei Ji |0ME||
40846|HRV000020000|Ke Luo Di Ya |HRV||000|Mei Ji Mu Lie |020||
40847|USA0AKMYK000|Mei Guo |USA|A La Si Jia |0AK|Mei Ke Li Ke |MYK||
40848|MAR000MKN000|Mo Luo Ge |MAR||000|Mei Ke Na Si |MKN||
40849|USA0AKMYU000|Mei Guo |USA|A La Si Jia |0AK|Mei Ke Ru Yu Ke |MYU||
40850|USA0GAMCN000|Mei Guo |USA|Zuo Zhi Ya |0GA|Mei Ken |MCN||
40851|MEX000MID000|Mo Xi Ge |MEX||000|Mei Li Da |MID||
40852|VEN00000L000|Wei Na Rui La |VEN||000|Mei Li Da |00L||
40853|USA000RRL000|Mei Guo |USA||000|Mei Li Er |RRL||
40854|KEN000MER000|Ken Ni Ya |KEN||000|Mei Lu |MER||
40855|USA0MIMNM000|Mei Guo |USA|Mi Xie Gen |0MI|Mei Nuo Mi Ni |MNM||
40856|USA0AZMQA000|Mei Guo |USA|Ya Li Sang Na |0AZ|Mei Sa |MQA||
40857|USA0IAMCW000|Mei Guo |USA|Ai He Hua |0IA|Mei Sen Cheng |MCW||
40858|FRA000MZM000|Fa Guo |FRA||000|Mei Si |MZM||
40859|USA0TXMFH000|Mei Guo |USA|De Ke Sa Si |0TX|Mei Si Ji Te |MFH||
40860|COL000MET000|Ge Lun Bi Ya |COL||000|Mei Ta |MET||
40861|USA0FLMTM000|Mei Guo |USA|Fu Luo Li Da |0FL|Mei Te La Ka Te La |MTM||
40862|CHN044014022|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40863|CHN044014023|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40864|CHN044014027|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40865|CHN044014002|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40866|CHN044014021|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40867|CHN044014026|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40868|CHN044014024|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40869|CHN044014081|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40870|CHN044014000|Zhong Guo |CHN|Guang Dong |044|Mei Zhou |014||
40871|MYS0SRMYY000|Ma Lai Xi Ya |MYS|Sha Lao Yue |0SR|Mei Li |MYY||
40872|DEU000MAI000|De Guo |DEU||000|Mei Yin Zi |MAI||
40873|ARG000MDZ000|A Gen Ting |ARG||000|Men Duo Sa |MDZ||
40874|USA0LAMLU000|Mei Guo |USA|Lu Yi Si An Na |0LA|Men Luo |MLU||
40875|USA0ALMVC000|Mei Guo |USA|A La Ba Ma |0AL|Men Luo Wei Er |MVC||
40876|CHN011009000|Zhong Guo |CHN|Bei Jing |011|Bei Jing |011|Men Tou Gou |009
40877|KEN000MOM000|Ken Ni Ya |KEN||000|Meng Ba Sa |MOM||
40878|FRA000MPL000|Fa Guo |FRA||000|Meng Bi Li Ai |MPL||
40879|USA0VTMPV000|Mei Guo |USA|Fu Meng Te |0VT|Meng Bi Li Ai |MPV||
40880|URY0000MO000|Wu La Gui |URY||000|Meng De Wei De Ya |0MO||
40881|USA0NYMSV000|Mei Guo |USA|Niu Yue |0NY|Meng Di Sai Luo |MSV||
40882|USA0VAMXC000|Mei Guo |USA|Wei Ji Ni Ya |0VA|Meng Di Sai Luo |MXC||
40883|USA0VAMXO000|Mei Guo |USA|Wei Ji Ni Ya |0VA|Meng Di Sai Luo |MXO||
40884|KHM000MWV000|Jian Pu Zhai |KHM||000|Meng Duo Ji Li |MWV||
40885|USA0ALMGM000|Mei Guo |USA|A La Ba Ma |0AL|Meng Ge Ma Li |MGM||
40886|USA0ALMGJ000|Mei Guo |USA|A La Ba Ma |0AL|Meng Ge Ma Li |MGJ||
40887|MEX000LOV000|Mo Xi Ge |MEX||000|Meng Ke Luo Wa |LOV||
40888|USA0MISIY000|Mei Guo |USA|Mi Xie Gen |0MI|Meng Ta Gu |SIY||
40889|USA0NYMTP000|Mei Guo |USA|Niu Yue |0NY|Meng Ta Ke Jiao |MTP||
40890|BGR000OZA000|Bao Jia Li Ya |BGR||000|Meng Ta Na |OZA||
40891|USA0CAMRY000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|Meng Te Lei |MRY||
40892|MEX000MTY000|Mo Xi Ge |MEX||000|Meng Te Lei |MTY||
40893|CAN000MTR000|Jia Na Da |CAN||000|Meng Te Li Er |MTR||
40894|USA0COMTJ000|Mei Guo |USA|Ke Luo La Duo |0CO|Meng Te Luo Si |MTJ||
40895|LBR0000MO000|Li Bi Li Ya |LBR||000|Meng Te Sai La Duo |0MO||
40896|ITA000MZA000|Yi Da Li |ITA||000|Meng Zha |MZA||
40897|MMR0000MN000|Mian Dian |MMR||000|Meng Bang |0MN||
40898|USA0TNMEM000|Mei Guo |USA|Tian Na Xi |0TN|Meng Fei Si |MEM||
40899|USA0IANSE000|Mei Guo |USA|Ai He Hua |0IA|Mi Er Dun |NSE||
40900|USA0MDFME000|Mei Guo |USA|Ma Li Lan |0MD|Mi De Bao |FME||
40901|NLD000MDL000|He Lan |NLD||000|Mi De Er Bao |MDL||
40902|ZAF000MDB000|Nan Fei |ZAF||000|Mi De Er Bao |MDB||
40903|USA0OHMWO000|Mei Guo |USA|E Hai E |0OH|Mi De Er Dun |MWO||
40904|USA0CTXIN000|Mei Guo |USA|Kang Nie Di Ge |0CT|Mi De Er Dun |XIN||
40905|USA0AKMDO000|Mei Guo |USA|A La Si Jia |0AK|Mi De Er Dun Dao |MDO||
40906|USA0TXMAF000|Mei Guo |USA|De Ke Sa Si |0TX|Mi De Lan |MAF||
40907|USA0PAMEJ000|Mei Guo |USA|Bin Xi Fa Ni Ya |0PA|Mi De Wei Er |MEJ||
40908|PNG0000MB000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Mi Er En Wan |0MB||
40909|USA0DEMLF000|Mei Guo |USA|Te La Hua |0DE|Mi Er Fu De |MLF||
40910|USA0DEMIV000|Mei Guo |USA|Te La Hua |0DE|Mi Er Wei Er |MIV||
40911|KEN000MIG000|Ken Ni Ya |KEN||000|Mi Ge Li |MIG||
40912|FIN000MIK000|Fen Lan |FIN||000|Mi Kai Li |MIK||
40913|GTM000MIX000|Wei Di Ma La |GTM||000|Mi Ke Si Ke |MIX||
40914|ITA000MIL000|Yi Da Li |ITA||000|Mi Lan |MIL||
40915|VEN00000M000|Wei Na Rui La |VEN||000|Mi Lan Da |00M||
40916|USA0MEMLT000|Mei Guo |USA|Mian Yin |0ME|Mi Li Nuo Ji Te |MLT||
40917|USA0GAMLJ000|Mei Guo |USA|Zuo Zhi Ya |0GA|Mi Li Qi Wei Er |MLJ||
40918|BRA0000MG000|Ba Xi |BRA||000|Mi Na Si Ji La Si |0MG||
40919|PRT000MLI000|Pu Tao Ya |PRT||000|Mi Ni Ao -Li Ma |MLI||
40920|USA0WIARV000|Mei Guo |USA|Wei Si Kang Xing |0WI|Mi Nuo Kuo |ARV||
40921|USA0SDMHE000|Mei Guo |USA|Nan Da Ke Ta |0SD|Mi Qie Er |MHE||
40922|POL000MYL000|Bo Lan |POL||000|Mi Shi Luo Wei Cai |MYL||
40923|IRL0000MT000|Ai Er Lan |IRL||000|Mi Si |0MT||
40924|USA0MTMSO000|Mei Guo |USA|Meng Da Na |0MT|Mi Su La |MSO||
40925|PRY0000MI000|Ba La Gui |PRY||000|Mi Xi Ao Na Si |0MI||
40926|USA0ILVYS000|Mei Guo |USA|Yi Li Nuo Si |0IL|Mi Lu |VYS||
40927|AZE000MQA000|A Sai Bai Jiang |AZE||000|Mi Er -Ka La Ba He |MQA||
40928|USA0WIMKE000|Mei Guo |USA|Wei Si Kang Xing |0WI|Mi Er Wo Ji |MKE||
40929|DZA000MIL000|A Er Ji Li Ya |DZA||000|Mi La |MIL||
40930|USA0INMGC000|Mei Guo |USA|Yin Di An Na |0IN|Mi Xie Gen Cheng |MGC||
40931|KOR044MIR000|Han Guo |KOR|Qing Shang Nan Dao |044|Mi Yang Shi |MIR||
40932|CHN011028000|Zhong Guo |CHN|Bei Jing |011|Bei Jing |011|Mi Yun |028
40933|CHN051007024|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40934|CHN051007026|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40935|CHN051007003|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40936|CHN051007081|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40937|CHN051007027|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40938|CHN051007022|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40939|CHN051007023|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40940|CHN051007004|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40941|CHN051007025|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40942|CHN051007000|Zhong Guo |CHN|Si Chuan |051|Mian Yang |007||
40943|CHN071012000|Zhong Guo |CHN|Tai Wan |071|Miao Li Xian |012||
40944|MYS0SRBTU000|Ma Lai Xi Ya |MYS|Sha Lao Yue |0SR|Min Du Lu |BTU||
40945|CHN031012000|Zhong Guo |CHN|Shang Hai |031|Shang Hai |031|Min Xing |012
40946|USA0NVMEV000|Mei Guo |USA|Na Hua Da |0NV|Ming Deng |MEV||
40947|IDN0000BE000|Yin Du Ni Xi Ya |IDN||000|Ming Gu Lu |0BE||
40948|USA0MNMES000|Mei Guo |USA|Ming Ni Su Da |0MN|Ming Ni A Bo Li Si |MES||
40949|BLR0000MI000|Bai E Luo Si |BLR||000|Ming Si Ke Shi |0MI||
40950|DEU000MUN000|De Guo |DEU||000|Ming Si Te |MUN||
40951|USA0AKMNT000|Mei Guo |USA|A La Si Jia |0AK|Ming Tuo |MNT||
40952|ITA000MOD000|Yi Da Li |ITA||000|Mo De Na |MOD||
40953|RUS000MMK000|E Luo Si |RUS||000|Mo Er Man Si Ke |MMK||
40954|USA0WVMGW000|Mei Guo |USA|Xi Fu Ji Ni Ya |0WV|Mo Gen Dun |MGW||
40955|USA0NCMRN000|Mei Guo |USA|Bei Ka Luo Lai Na |0NC|Mo Gen Dun |MRN||
40956|CZE0000MO000|Jie Ke |CZE||000|Mo La Wei Ya -Xi Li Xi Ya |0MO||
40957|USA0WAMWH000|Mei Guo |USA|Hua Sheng Dun |0WA|Mo Sai Si Lai Ke |MWH||
40958|USA000MOS000|Mei Guo |USA||000|Mo Xi Jiao |MOS||
40959|USA0UTCNY000|Mei Guo |USA|You Ta |0UT|Mo A Bu |CNY||
40960|USA0ALMOB000|Mei Guo |USA|A La Ba Ma |0AL|Mo Bi Er |MOB||
40961|USA0MOMBY000|Mei Guo |USA|Mi Su Li |0MO|Mo Bo Li |MBY||
40962|USA000MBG000|Mei Guo |USA||000|Mo Bu Li Qi |MBG||
40963|THA000049000|Tai Guo |THA||000|Mo Da Han |049||
40964|USA0CAMOD000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|Mo De Si Tuo |MOD||
40965|USA0MOMAW000|Mei Guo |USA|Mi Su Li |0MO|Mo Er Deng |MAW||
40966|PNG0000NC000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Mo Er Zi Bi Gang |0NC||
40967|LSO00000F000|Lai Suo Tuo |LSO||000|Mo Ha Lai Si Hu Ke |00F||
40968|USA0CAMHV000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|Mo Ha Wei |MHV||
40969|LSO00000J000|Lai Suo Tuo |LSO||000|Mo Huo Te Long |00J||
40970|BLR0000MA000|Bai E Luo Si |BLR||000|Mo Ji Liao Fu |0MA||
40971|PER0000MO000|Mi Lu |PER||000|Mo Ke Gua |0MO||
40972|SLV0000MO000|Sa Er Wa Duo |SLV||000|Mo La Sang |0MO||
40973|USA0CAPML000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|Mo Le Gang |PML||
40974|MEX000MLM000|Mo Xi Ge |MEX||000|Mo Lei Li Ya |MLM||
40975|USA0ARMPJ000|Mei Guo |USA|A Ken Se |0AR|Mo Li Er Dun |MPJ||
40976|USA0NJMOX000|Mei Guo |USA|Xin Ze Xi |0NJ|Mo Li Si |MOX||
40977|USA0NJMMU000|Mei Guo |USA|Xin Ze Xi |0NJ|Mo Li Si Dun |MMU||
40978|USA0NJMOR000|Mei Guo |USA|Xin Ze Xi |0NJ|Mo Li Si Dun |MOR||
40979|USA0ILMLI000|Mei Guo |USA|Yi Li Nuo Si |0IL|Mo Lin |MLI||
40980|PNG0000MR000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Mo Luo Bei |0MR||
40981|ECU00000S000|E Gua Duo Er |ECU||000|Mo Luo Na －Sheng Di Ya Ge |00S||
40982|UGA000MRT000|Wu Gan Da |UGA||000|Mo Luo Tuo |MRT||
40983|TZA0000MO000|Tan Sang Ni Ya |TZA||000|Mo Luo Ge Luo |0MO||
40984|USA0ARMIF000|Mei Guo |USA|A Ken Se |0AR|Mo Na Han Si |MIF||
40985|VEN00000N000|Wei Na Rui La |VEN||000|Mo Na Jia Si |00N||
40986|TUN0000MO000|Tu Ni Si |TUN||000|Mo Na Si Ti Er |0MO||
40987|LKA000MON000|Si Li Lan Ka |LKA||000|Mo Ne Le Ge Le |MON||
40988|IRL0000MG000|Ai Er Lan |IRL||000|Mo Na Gen |0MG||
40989|BEN0000MO000|Bei Ning |BEN||000|Mo Nuo |0MO||
40990|MLI0000MP000|Ma Li |MLI||000|Mo Pu Ti |0MP||
40991|USA0AKKMY000|Mei Guo |USA|A La Si Jia |0AK|Mo Sai Er Wan |KMY||
40992|RUS000MOW000|E Luo Si |RUS||000|Mo Si Ke |MOW||
40993|USA0IDMJL000|Mei Guo |USA|Ai Da He |0ID|Mo Si Ke |MJL||
40994|DZA000MOS000|A Er Ji Li Ya |DZA||000|Mo Si Ta Jia Na Mu |MOS||
40995|CPV0000MO000|Fu De Jiao |CPV||000|Mo Si Te Luo |0MO||
40996|AGO000MOX000|An Ge La |AGO||000|Mo Xi Ke |MOX||
40997|UGA000MOY000|Wu Gan Da |UGA||000|Mo Yue |MOY||
40998|AUSVICMEL000|Ao Da Li Ya |AUS|Wei Duo Li Ya |VIC|Mo Er Ben |MEL||
40999|USA0FLMLB000|Mei Guo |USA|Fu Luo Li Da |0FL|Mo Er Ben |MLB||
41000|USA0IDZMU000|Mei Guo |USA|Ai Da He |0ID|Mo Fei |ZMU||
41001|MEX000MEX000|Mo Xi Ge |MEX||000|Mo Xi Ge Cheng |MEX||
41002|MEX000MXL000|Mo Xi Ge |MEX||000|Mo Xi Ka Li |MXL||
41003|ITA000MSN000|Yi Da Li |ITA||000|Mo Xi Na |MSN||
41004|NOR000015000|Nuo Wei |NOR||000|Mo Le －Lu Mu Si Da Er |015||
41005|USA0KYCEY000|Mei Guo |USA|Ken Ta Ji |0KY|Mo Li |CEY||
41006|AUS0SAMYB000|Ao Da Li Ya |AUS|Nan Ao Da Li Ya |0SA|Mo Li Bu Li Qi |MYB||
41007|USA0MSMEI000|Mei Guo |USA|Mi Xi Xi Bi |0MS|Mo Li Di En |MEI||
41008|USA000DRA000|Mei Guo |USA||000|Mo Qiu Li |DRA||
41009|USA0CAMCE000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|Mo Sai De |MCE||
41010|USA0SCMYR000|Mei Guo |USA|Nan Ka Luo Lai Na |0SC|Mo Te Er Bi Qi |MYR||
41011|CHN023010004|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41012|CHN023010002|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41013|CHN023010024|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41014|CHN023010083|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41015|CHN023010025|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41016|CHN023010085|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41017|CHN023010084|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41018|CHN023010081|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41019|CHN023010005|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41020|CHN023010003|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41021|CHN023010000|Zhong Guo |CHN|Hei Long Jiang |023|Mu Dan Jiang |010||
41022|UGA000MBR000|Wu Gan Da |UGA||000|Mu Ba La La |MBR||
41023|SAU000MBR000|Sha Te A La Bo |SAU||000|Mu Ba La Zi |MBR||
41024|UGA000MBA000|Wu Gan Da |UGA||000|Mu Ba Lai |MBA||
41025|TZA0000MB000|Tan Sang Ni Ya |TZA||000|Mu Bei Ya |0MB||
41026|CAF0000MB000|Zhong Fei |CAF||000|Mu Bo Mu |0MB||
41027|ZAF000MZQ000|Nan Fei |ZAF||000|Mu Ku Ze |MZQ||
41028|UGA000MPI000|Wu Gan Da |UGA||000|Mu Pi Ji |MPI||
41029|TZA0000MT000|Tan Sang Ni Ya |TZA||000|Mu Te Wa La |0MT||
41030|TZA0000MW000|Tan Sang Ni Ya |TZA||000|Mu Wan Zha |0MW||
41031|DZA000MSI000|A Er Ji Li Ya |DZA||000|Mu Xi La |MSI||
41032|PAK000MUX000|Ba Ji Si Tan |PAK||000|Mu Er Tan |MUX||
41033|MYS0SRMKM000|Ma Lai Xi Ya |MYS|Sha Lao Yue |0SR|Mu Jiao |MKM||
41034|KOR048MOK000|Han Guo |KOR|Quan Luo Nan Dao |048|Mu Pu Shi |MOK||
41035|MYS0SRBTG000|Ma Lai Xi Ya |MYS|Sha Lao Yue |0SR|Mu Zhong |BTG||
41036|DEU000MUC000|De Guo |DEU||000|Mu Ni Hei |MUC||
41037|UGA000MUB000|Wu Gan Da |UGA||000|Mu Ben De |MUB||
41038|ESP000MJV000|Xi Ban Ya |ESP||000|Mu Er Xi Ya |MJV||
41039|AZE000MSA000|A Sai Bai Jiang |AZE||000|Mu Gan -Sa Lian |MSA||
41040|BHR000002000|Ba Lin |BHR||000|Mu Ha La Ge |002||
41041|UGA000MUK000|Wu Gan Da |UGA||000|Mu Ke Nuo |MUK||
41042|TUR000MUG000|Tu Er Qi |TUR||000|Mu La |MUG||
41043|MDV000MUA000|Ma Er Dai Fu |MDV||000|Mu La Ku |MUA||
41044|BDI0000MU000|Bu Long Di |BDI||000|Mu La Mu Wei Ya |0MU||
41045|LKA000MUL000|Si Li Lan Ka |LKA||000|Mu Lai Di Wu |MUL||
41046|KEN000MUR000|Ken Ni Ya |KEN||000|Mu Lan Ka |MUR||
41047|ZAF000MOO000|Nan Fei |ZAF||000|Mu Li Si Bao |MOO||
41048|OMN0000MU000|A Man |OMN||000|Mu Sang Da Mu Sheng |0MU||
41049|TUR000MUS000|Tu Er Qi |TUR||000|Mu Shi |MUS||
41050|USA0GAMGR000|Mei Guo |USA|Zuo Zhi Ya |0GA|Mu Te Li |MGR||
41051|BDI0000MW000|Bu Long Di |BDI||000|Mu Wa Luo |0MW||
41052|BFA000MOU000|Bu Ji Na Fa Suo |BFA||000|Mu Weng |MOU||
41053|BDI0000MY000|Bu Long Di |BDI||000|Mu Yin Jia |0MY||
41054|MYS0SBLDU000|Ma Lai Xi Ya |MYS|Sha Ba |0SB|Na Du |LDU||
41055|USA0FLAPF000|Mei Guo |USA|Fu Luo Li Da |0FL|Na Bu Le Si |APF||
41056|ITA000NAP000|Yi Da Li |ITA||000|Na Bu Le Si |NAP||
41057|THA000026000|Tai Guo |THA||000|Na Kong Na Yu |026||
41058|THA000048000|Tai Guo |THA||000|Na Kong Pa Nong |048||
41059|CHN065097000|Zhong Guo |CHN|Xin Jiang |065|Na La Ti |097||
41060|BEL000WNA000|Bi Li Shi |BEL||000|Na Mu Er |WNA||
41061|CHN054024025|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41062|CHN054024029|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41063|CHN054024028|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41064|CHN054024023|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41065|CHN054024022|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41066|CHN054024021|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41067|CHN054024030|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41068|CHN054024024|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41069|CHN054024026|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41070|CHN054024027|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41071|CHN054024000|Zhong Guo |CHN|Xi Cang |054|Na Qu |024||
41072|DZA000NAA000|A Er Ji Li Ya |DZA||000|Na A Ma |NAA||
41073|MYS0SBNAB000|Ma Lai Xi Ya |MYS|Sha Ba |0SB|Na Ba Wan |NAB||
41074|ECU00000D000|E Gua Duo Er |ECU||000|Na Bo ，Ao Lei Li Ya Na |00D||
41075|TUN0000NA000|Tu Ni Si |TUN||000|Na Bu Le |0NA||
41076|RUS000NAL000|E Luo Si |RUS||000|Na Er Qi Ke |NAL||
41077|NZL000NSN000|Xin Xi Lan |NZL||000|Na Er Xun |NSN||
41078|USA0AKNLG000|Mei Guo |USA|A La Si Jia |0AK|Na Er Xun La Ge |NLG||
41079|AZE000NQA000|A Sai Bai Jiang |AZE||000|Na Ge Er Nuo －Ka La Ba He |NQA||
41080|SAU0000NR000|Sha Te A La Bo |SAU||000|Na Ji Lan |0NR||
41081|UGA000NAK000|Wu Gan Da |UGA||000|Na Ka Pi Li Pi Li Te |NAK||
41082|UGA000NKS000|Wu Gan Da |UGA||000|Na Ka Song Ge La |NKS||
41083|USA0TXOCH000|Mei Guo |USA|De Ke Sa Si |0TX|Na Ke Duo Qi Si |OCH||
41084|USA0AKNNK000|Mei Guo |USA|A La Si Jia |0AK|Na Ke Na Ke |NNK||
41085|KEN000NUU000|Ken Ni Ya |KEN||000|Na Ku Lu |NUU||
41086|NPL0000NA000|Ni Bo Er |NPL||000|Na La Ya Ni |0NA||
41087|COL000NAR000|Ge Lun Bi Ya |COL||000|Na Li Ni Ao |NAR||
41088|RUS000NNM000|E Luo Si |RUS||000|Na Li Yang Ma Er |NNM||
41089|KGZ00000N000|Ji Er Ji Si Si Tan |KGZ||000|Na Lun |00N||
41090|KEN000NAR000|Ken Ni Ya |KEN||000|Na Luo Ke |NAR||
41091|UZB0000NG000|Wu Zi Bie Ke Si Tan |UZB||000|Na Man Gan |0NG||
